Id,Model,Price,Age_08_04,KM,Fuel_Type,HP,Color
477,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,64193,Petrol,110,Grey
478,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,54,64000,Petrol,97,Blue
479,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10250,54,63792,Petrol,110,Green
480,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,9930,53,63635,Petrol,110,Blue
481,?TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,54,63135,Petrol,110,Blue
482,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,54,63123,Petrol,110,Silver
483,TOYOTA Corolla 1.9 D Wagon Stationwagen,11500,48,63000,Diesel,69,Silver
484,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11500,55,63000,Petrol,110,Green
485,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,54,62987,Petrol,110,Red
486,?TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,56,62751,Petrol,110,Red
487,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,54,62519,Petrol,97,Black
488,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,62280,Petrol,97,Green
489,?TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10750,50,61672,Petrol,110,Blue
490,TOYOTA Corolla LIFTBACK 1.9 D Linea Terra 4/5-Doors,8950,54,61000,Diesel,69,White
491,?TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,12000,56,61000,Petrol,110,Black
492,TOYOTA Corolla ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,9940,53,60558,Petrol,110,Blue
493,?TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,47,60348,Petrol,110,Green
494,?TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10750,54,60239,Petrol,110,Green
495,?TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,9799,51,59000,Petrol,97,Silver
496,TOYOTA Corolla 1.4 VVT-i Linea Luna liftback 4/5-Doors,11750,51,58761,Petrol,97,Silver
497,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,58745,Petrol,110,Blue
498,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11250,52,58596,Petrol,110,Blue
499,?TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11750,54,58530,Petrol,110,Red
500,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10950,55,58377,Petrol,110,Black
501,?TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11250,56,58142,Petrol,110,Green
502,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,53,57948,Petrol,97,Blue
503,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9700,51,57645,Petrol,110,Red
504,?TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,47,57500,Petrol,110,Red
505,?TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9900,53,57475,Petrol,110,White
506,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,9990,55,56743,Petrol,110,Black
507,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9475,48,56675,Petrol,97,Red
508,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,54,55877,Petrol,110,Red
509,TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,11950,53,55500,Petrol,110,Blue
510,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11500,55,54900,Petrol,97,Red
511,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,54465,Petrol,110,Green
512,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,46,53700,Petrol,97,Grey
513,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11700,52,53561,Petrol,97,Grey
514,TOYOTA Corolla 1.6 16v Liftback Linea So 4/5-Doors,11900,51,53408,Petrol,110,Green
515,?TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,51,53268,Petrol,110,Red
516,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,49,53116,Petrol,97,Red
517,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,52448,Petrol,97,Grey
518,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,10750,55,52149,Petrol,97,Grey
519,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,11950,55,52141,Petrol,110,Green
520,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10000,56,52000,Petrol,97,Grey
521,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10495,48,50967,Petrol,97,Grey
522,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,50,50400,Petrol,110,Grey
523,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,54,50000,Petrol,97,Silver
524,TOYOTA Corolla 1.3 G6 liftback 4/5-Doors,11950,51,50000,Petrol,86,Violet
525,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,53,49969,Petrol,110,Red
526,?TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,18950,49,49568,Petrol,110,Grey
527,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,51,49473,Petrol,110,Red
528,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,52,49432,Petrol,110,Blue
529,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,48,49417,Petrol,110,Red
530,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,54,49366,Petrol,97,Grey
531,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,56,48731,Petrol,110,Black
532,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,54,48370,Petrol,110,Green
533,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,48,48071,Petrol,97,Silver
534,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,54,47852,Petrol,110,Red
535,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,54,47768,Petrol,110,Black
536,?TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11895,52,47689,Petrol,110,Red
537,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,53,47451,Petrol,110,Black
538,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,50,47219,Petrol,110,Grey
539,?TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,56,47211,Petrol,110,Green
540,?TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,54,46856,Petrol,97,Red
541,?TOYOTA Corolla 1.3 Linea Terra liftback 4/5-Doors,10950,56,46500,Petrol,86,Black
542,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,52,46449,Petrol,110,Red
543,?TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10950,47,46391,Petrol,110,Black
544,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,54,46230,Petrol,110,Black
545,?TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,52,46029,Petrol,110,Grey
546,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,50,46000,Petrol,97,Red
547,?TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,45900,Petrol,110,Black
548,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,47,45850,Petrol,97,Grey
549,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,56,45336,Petrol,110,Green
550,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,44537,Petrol,97,Red
551,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10750,56,43700,Petrol,86,Grey
552,?TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,48,43120,Petrol,97,Black
554,TOYOTA Corolla 1.6 Hatchback 2/3-Doors,10450,49,41710,Petrol,110,Blue
555,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,52,41700,Petrol,97,Grey
556,?TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,12950,49,41636,Petrol,110,Silver
557,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,50,41273,Petrol,97,Grey
558,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,49,40836,Petrol,110,Grey
559,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,50,40400,Petrol,97,Red
560,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,47,40361,Petrol,110,Black
561,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,13750,54,40325,Petrol,86,Red
562,?TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,47,40000,Petrol,110,Black
563,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,50,39706,Petrol,110,Grey
564,?TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,54,39291,Petrol,110,Green
565,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,54,39000,Petrol,97,Grey
566,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,47,38900,Petrol,97,Grey
567,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,51,38403,Petrol,110,Blue
568,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,37461,Petrol,97,Grey
569,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,54,37000,Petrol,97,Grey
570,?TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,55,36406,Petrol,110,Grey
571,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,48,36005,Petrol,97,Black
572,?TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,52,36000,Petrol,110,Grey
573,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13000,49,36000,Petrol,110,Grey
574,?TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,12950,45,36000,Petrol,110,Green
575,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,52,35823,Petrol,110,Grey
576,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,56,35230,Petrol,97,Grey
577,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,11710,48,35142,Petrol,110,Red
578,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9980,49,34890,Petrol,97,Blue
579,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12250,51,34882,Petrol,110,Silver
580,?TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,46,34000,Petrol,110,Red
581,TOYOTA Corolla 1.6 16v Liftback Linea Sol 4/5-Doors,11950,56,33998,Petrol,110,Green
582,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11500,55,33230,Petrol,110,Red
583,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,46,33021,Petrol,110,Grey
584,?TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11930,49,31999,Petrol,97,Black
585,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,52,31579,Petrol,97,Red
586,TOYOTA Corolla 1.4 HB Terra 2/3-Doors,8950,56,31000,Petrol,97,Red
587,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10450,46,30806,Petrol,97,Red
588,?TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,10500,55,30461,Petrol,86,Blue
589,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,12950,50,29686,Petrol,110,Green
590,?TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9950,55,29650,Petrol,86,Red
591,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12900,52,29500,Petrol,110,Black
592,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,9950,48,28656,Petrol,97,Red
593,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,27500,Petrol,97,Grey
594,?TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,48,26938,Petrol,110,Blue
595,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,53,26624,Petrol,97,Blue
596,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,47,26221,Petrol,97,Blue
597,TOYOTA Corolla LIFTBACK 1.4 16V VVTI TERRA 4/5-Doors,10950,50,22648,Petrol,97,Grey
598,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10800,50,22500,Petrol,97,Green
599,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,19313,Petrol,97,Grey
600,?TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10450,50,17619,Petrol,110,Green
601,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10600,51,17069,Petrol,97,Green
602,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,15000,Petrol,97,Red
603,?TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,12950,50,10210,Petrol,97,Grey
604,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11250,47,5309,Petrol,110,Green
605,TOYOTA Corolla 2.0 d HB Diesel 2/3-Doors,7500,50,1,Diesel,90,Green
606,TOYOTA Corolla 1.4 VVT-i Terra 2/3-Doors,8950,52,31000,Petrol,97,Grey
607,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6950,58,205000,Diesel,72,Silver
608,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7900,68,204250,Diesel,72,Black
609,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,5950,68,194545,Petrol,86,Red
610,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7500,59,190900,Diesel,72,Grey
611,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7500,62,183500,Diesel,72,Silver
612,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,65,176184,Diesel,72,Grey
613,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,5751,67,174833,Diesel,72,Red
614,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,68,155720,Petrol,86,Green
615,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,7950,67,155500,Petrol,110,Violet
616,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,7750,59,154783,Diesel,72,Black
617,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,154462,Diesel,72,Green
618,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8250,64,150585,Petrol,110,Blue
619,TOYOTA Corolla 2.0diesel Stationwagen,6250,67,149000,Diesel,90,Blue
620,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9500,62,147636,Diesel,72,White
621,TOYOTA Corolla 2.0D TERRA LIFTBACK 4/5-Doors,6900,59,144521,Diesel,72,Grey
622,TOYOTA Corolla 1.6 16V G6 2/3-Doors,8450,64,144000,CNG,110,Black
623,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7350,65,140168,Diesel,72,Red
624,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,68,140000,Petrol,110,Black
625,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,60,139800,Diesel,72,Black
626,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,137050,CNG,110,Red
627,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8750,61,136956,Petrol,110,Red
628,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,67,135337,CNG,110,Red
629,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,64,133769,Diesel,72,Green
630,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,58,133405,Diesel,72,Blue
631,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,65,132807,Diesel,72,Green
632,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,132393,Diesel,72,Red
633,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,60,130270,Petrol,110,Blue
634,TOYOTA Corolla 2.0D XL Sedan 4/5-Doors,7500,59,130000,Diesel,72,Grey
635,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,67,127000,Diesel,72,Red
636,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9800,67,126800,Diesel,72,Black
637,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,66,126452,Petrol,110,Green
638,TOYOTA Corolla Sw 20D Linea Terra Stationwagen,8950,62,125175,Diesel,116,Red
639,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,68,125000,Diesel,72,Green
640,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10500,61,123000,Diesel,72,Blue
641,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7995,59,121626,Petrol,86,Red
642,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,10450,64,120400,Petrol,110,Black
643,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,9950,66,120000,Diesel,72,Blue
644,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,119541,Petrol,110,Red
645,TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 4/5-Doors,8950,68,119500,Petrol,110,Green
646,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,68,119289,Petrol,110,Silver
647,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,57,118833,Petrol,110,Blue
648,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,9950,64,118000,Diesel,72,Grey
649,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8600,68,117955,Petrol,110,Green
650,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,65,117609,Petrol,86,Silver
651,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,68,117000,Diesel,72,Silver
652,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8000,64,116000,Petrol,86,Black
653,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,58,115715,Petrol,110,Blue
654,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9450,60,115191,CNG,110,Red
655,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,68,115071,Petrol,110,Black
656,TOYOTA Corolla 1.6 G6-R 2/3-Doors,9450,63,115000,CNG,110,Red
657,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,114846,Petrol,110,Green
658,TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,6950,65,114383,Diesel,90,White
659,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,8250,59,113700,Petrol,110,Green
660,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9950,67,113118,Petrol,86,Black
661,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,8250,59,112827,Petrol,86,Blue
662,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,68,112116,Petrol,110,Green
663,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10500,66,112000,Petrol,110,Black
664,TOYOTA Corolla 2.0 SDN LINEA TERRA DSL 4/5-Doors,7950,62,112000,Diesel,72,Grey
665,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9750,65,111769,Petrol,110,Red
666,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,61,110853,Petrol,110,Grey
667,TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,9500,68,110287,Petrol,110,Black
668,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,109547,Petrol,110,Green
669,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,63,109230,Petrol,110,Grey
670,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,68,109150,Petrol,110,Red
671,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,67,108793,Petrol,110,Silver
672,TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,9750,64,106784,Petrol,110,Blue
673,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,58,105942,Petrol,86,Red
674,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,5950,59,105000,Petrol,86,Silver
675,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8500,62,105000,Petrol,86,Black
676,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8495,68,104299,Petrol,110,Grey
677,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9250,67,104000,Petrol,86,Grey
678,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,6900,68,104000,Petrol,86,Green
679,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8950,58,103458,Petrol,86,Red
680,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,63,103400,Petrol,110,Green
681,TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,9250,63,102807,Petrol,86,Black
682,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9895,68,102494,Petrol,110,Red
683,TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,9950,57,102300,Diesel,72,Blue
684,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,102106,Petrol,110,Blue
685,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8750,68,101889,Petrol,110,Green
686,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,57,101791,Diesel,72,Green
687,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8950,63,101469,Petrol,110,Blue
688,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,68,101001,Petrol,110,Red
689,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,61,100748,Petrol,110,Red
690,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,100550,Petrol,110,Red
691,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,67,99781,Petrol,110,Grey
692,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8950,59,98658,Petrol,86,Silver
693,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,65,98500,Petrol,110,Grey
694,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,8750,64,98291,Petrol,86,Green
695,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,61,97648,Petrol,110,Beige
696,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,61,97425,Petrol,110,Black
697,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9900,65,97173,Petrol,86,Blue
698,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,66,97046,Petrol,86,Grey
699,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,67,96000,Petrol,110,Black
700,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,12250,60,96000,Diesel,72,Red
701,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,9250,67,95750,Petrol,110,Green
702,TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,10250,61,95147,Petrol,110,Silver
703,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,95000,Petrol,110,Red
704,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,7999,65,95000,Petrol,110,Silver
705,TOYOTA Corolla 1.6 G6R HB 2/3-Doors,9900,66,94606,Petrol,110,Black
706,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,94504,Petrol,86,Red
707,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,65,93428,Petrol,110,Green
708,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,65,93408,Petrol,86,Blue
709,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9900,68,93296,Petrol,110,Silver
710,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,93098,Petrol,110,Red
711,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,67,92922,Diesel,72,Green
712,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,61,92498,Petrol,110,Green
713,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9450,65,92226,Petrol,110,Red
714,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9900,68,91505,Diesel,72,Red
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,91333,Petrol,110,Blue
716,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,91246,Petrol,86,Silver
717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,91000,Petrol,110,Grey
